#seq1	seq2	N_differences	%_differences
IGHV4-B	IGHV3/OR16-12	57	58
IGHV4-B	IGHV3-35	58	59
IGHV4-B	IGHV3-33	54	55
IGHV4-B	IGHV3-30	54	55
IGHV4-B	IGHV2-26	63	63
IGHV4-B	IGHV3-38	67	67
IGHV4-B	IGHV5-10-1	60	61
IGHV4-B	IGHV3-64D	54	55
IGHV4-B	IGHV1-68	67	68
IGHV4-B	IGHV1-69	62	63
IGHV4-B	IGHV3-38-3	66	67
IGHV4-B	IGHV1/OR15-1	63	64
IGHV4-B	IGHV1/OR15-5	58	59
IGHV4-B	IGHV1/OR15-9	64	65
IGHV4-B	IGHV2-10	66	67
IGHV4-B	IGHV4-61	34	34
IGHV4-B	IGHV2/OR16-5	64	64
IGHV4-B	IGHV3-43D	58	58
IGHV4-B	IGHV4-30-2	33	33
IGHV7-81	IGHV3/OR15-7	70	70
IGHV7-81	IGHV3/OR16-9	51	52
IGHV7-81	IGHV3/OR16-8	50	51
IGHV7-81	IGHV3-73	67	67
IGHV7-81	IGHV3-72	66	66
IGHV7-81	IGHV3-71	67	67
IGHV7-81	IGHV3/OR16-6	71	71
IGHV7-81	IGHV3-74	48	48
IGHV7-81	IGHV1-8	30	30
IGHV7-81	IGHV1-38-4	38	38
IGHV7-81	IGHV1-2	33	33
IGHV7-81	IGHV4-39	75	75
IGHV7-81	IGHV4-34	72	73
IGHV7-81	IGHV4-38-2	67	68
IGHV7-81	IGHV4-31	79	79
IGHV7-81	IGHV4/OR15-8	68	69
IGHV7-81	IGHV3-48	48	48
IGHV7-81	IGHV3-49	67	67
IGHV7-81	IGHV3-47	68	69
IGHV7-81	IGHV1-C	38	38
IGHV7-81	IGHV3-43	48	48
IGHV7-81	IGHV1-69-2	39	39
IGHV7-81	IGHV3-NL1	45	45
IGHV7-81	IGHV4-28	66	67
IGHV7-81	IGHV1/OR21-1	36	36
IGHV7-81	IGHV6-1	83	82
IGHV7-81	IGHV3-53	69	70
IGHV7-81	IGHV3-52	59	60
IGHV7-81	IGHV3-54	74	75
IGHV7-81	IGHV1-F	39	39
IGHV7-81	IGHV2-5	82	82
IGHV7-81	IGHV4-55	73	74
IGHV7-81	IGHV1-45	36	36
IGHV7-81	IGHV1-46	31	31
IGHV7-81	IGHV4-59	73	74
IGHV7-81	IGHV3-25	71	72
IGHV7-81	IGHV3-20	47	47
IGHV7-81	IGHV3-21	49	50
IGHV7-81	IGHV3-22	69	69
IGHV7-81	IGHV3-23	48	48
IGHV7-81	IGHV5-A	39	39
IGHV7-81	IGHV7-34-1	52	53
IGHV7-81	IGHV1-58	40	40
IGHV7-81	IGHV5-51	38	38
IGHV7-81	IGHV3-69-1	66	67
IGHV7-81	IGHV3/OR16-10	65	66
IGHV7-81	IGHV3/OR16-13	49	50
IGHV7-81	IGHV3/OR16-12	52	53
IGHV7-81	IGHV3-35	48	48
IGHV7-81	IGHV3-33	43	43
IGHV7-81	IGHV3-30	44	44
IGHV7-81	IGHV2-26	80	80
IGHV7-81	IGHV3-38	73	74
IGHV7-81	IGHV5-10-1	39	39
IGHV7-81	IGHV3-64D	48	48
IGHV7-81	IGHV1-68	39	39
IGHV7-81	IGHV1-69	36	36
IGHV7-81	IGHV3-38-3	71	72
IGHV7-81	IGHV1/OR15-1	32	32
IGHV7-81	IGHV1/OR15-5	34	34
IGHV7-81	IGHV1/OR15-9	37	37
IGHV7-81	IGHV2-10	81	81
IGHV7-81	IGHV4-61	75	75
IGHV7-81	IGHV2/OR16-5	83	83
IGHV7-81	IGHV3-43D	47	47
IGHV7-81	IGHV4-30-2	78	78
IGHV3/OR15-7	IGHV3/OR16-9	53	53
IGHV3/OR15-7	IGHV3/OR16-8	52	52
IGHV3/OR15-7	IGHV3-73	18	18
IGHV3/OR15-7	IGHV3-72	12	12
IGHV3/OR15-7	IGHV3-71	41	41
IGHV3/OR15-7	IGHV3/OR16-6	26	26
IGHV3/OR15-7	IGHV3-74	55	55
IGHV3/OR15-7	IGHV1-8	68	68
IGHV3/OR15-7	IGHV1-38-4	72	72
IGHV3/OR15-7	IGHV1-2	65	65
IGHV3/OR15-7	IGHV4-39	75	75
IGHV3/OR15-7	IGHV4-34	69	69
IGHV3/OR15-7	IGHV4-38-2	69	69
IGHV3/OR15-7	IGHV4-31	78	76
IGHV3/OR15-7	IGHV4/OR15-8	69	69
IGHV3/OR15-7	IGHV3-48	55	55
IGHV3/OR15-7	IGHV3-49	24	24
IGHV3/OR15-7	IGHV3-47	57	57
IGHV3/OR15-7	IGHV1-C	72	72
IGHV3/OR15-7	IGHV3-43	55	55
IGHV3/OR15-7	IGHV1-69-2	66	66
IGHV3/OR15-7	IGHV3-NL1	56	56
IGHV3/OR15-7	IGHV4-28	69	69
IGHV3/OR15-7	IGHV1/OR21-1	69	69
IGHV3/OR15-7	IGHV6-1	73	72
IGHV3/OR15-7	IGHV3-53	52	52
IGHV3/OR15-7	IGHV3-52	64	64
IGHV3/OR15-7	IGHV3-54	68	68
IGHV3/OR15-7	IGHV1-F	66	66
IGHV3/OR15-7	IGHV2-5	78	77
IGHV3/OR15-7	IGHV4-55	66	66
IGHV3/OR15-7	IGHV1-45	68	68
IGHV3/OR15-7	IGHV1-46	64	64
IGHV3/OR15-7	IGHV4-59	67	67
IGHV3/OR15-7	IGHV3-25	58	58
IGHV3/OR15-7	IGHV3-20	54	54
IGHV3/OR15-7	IGHV3-21	56	56
IGHV3/OR15-7	IGHV3-22	45	45
IGHV3/OR15-7	IGHV3-23	54	54
IGHV3/OR15-7	IGHV5-A	68	68
IGHV3/OR15-7	IGHV7-34-1	72	72
IGHV3/OR15-7	IGHV1-58	68	68
IGHV3/OR15-7	IGHV5-51	70	70
IGHV3/OR15-7	IGHV3-69-1	50	50
IGHV3/OR15-7	IGHV3/OR16-10	55	55
IGHV3/OR15-7	IGHV3/OR16-13	55	55
IGHV3/OR15-7	IGHV3/OR16-12	61	61
IGHV3/OR15-7	IGHV3-35	57	57
IGHV3/OR15-7	IGHV3-33	58	58
IGHV3/OR15-7	IGHV3-30	58	58
IGHV3/OR15-7	IGHV2-26	77	76
IGHV3/OR15-7	IGHV3-38	52	52
IGHV3/OR15-7	IGHV5-10-1	68	68
IGHV3/OR15-7	IGHV3-64D	55	55
IGHV3/OR15-7	IGHV1-68	74	74
IGHV3/OR15-7	IGHV1-69	65	65
IGHV3/OR15-7	IGHV3-38-3	52	52
IGHV3/OR15-7	IGHV1/OR15-1	68	68
IGHV3/OR15-7	IGHV1/OR15-5	62	62
IGHV3/OR15-7	IGHV1/OR15-9	68	68
IGHV3/OR15-7	IGHV2-10	76	75
IGHV3/OR15-7	IGHV4-61	75	75
IGHV3/OR15-7	IGHV2/OR16-5	77	77
IGHV3/OR15-7	IGHV3-43D	55	55
IGHV3/OR15-7	IGHV4-30-2	74	74
IGHV3/OR16-9	IGHV3/OR16-8	6	6
IGHV3/OR16-9	IGHV3-73	55	55
IGHV3/OR16-9	IGHV3-72	51	51
IGHV3/OR16-9	IGHV3-71	50	50
IGHV3/OR16-9	IGHV3/OR16-6	57	57
IGHV3/OR16-9	IGHV3-74	17	17
IGHV3/OR16-9	IGHV1-8	49	50
IGHV3/OR16-9	IGHV1-38-4	57	58
IGHV3/OR16-9	IGHV1-2	48	48
IGHV3/OR16-9	IGHV4-39	68	68
IGHV3/OR16-9	IGHV4-34	69	71
IGHV3/OR16-9	IGHV4-38-2	54	55
IGHV3/OR16-9	IGHV4-31	71	71
IGHV3/OR16-9	IGHV4/OR15-8	57	58
IGHV3/OR16-9	IGHV3-48	13	13
IGHV3/OR16-9	IGHV3-49	57	57
IGHV3/OR16-9	IGHV3-47	55	56
IGHV3/OR16-9	IGHV1-C	57	58
IGHV3/OR16-9	IGHV3-43	19	19
IGHV3/OR16-9	IGHV1-69-2	49	50
IGHV3/OR16-9	IGHV3-NL1	19	19
IGHV3/OR16-9	IGHV4-28	57	58
IGHV3/OR16-9	IGHV1/OR21-1	54	55
IGHV3/OR16-9	IGHV6-1	69	68
IGHV3/OR16-9	IGHV3-53	52	53
IGHV3/OR16-9	IGHV3-52	30	30
IGHV3/OR16-9	IGHV3-54	58	59
IGHV3/OR16-9	IGHV1-F	49	50
IGHV3/OR16-9	IGHV2-5	79	79
IGHV3/OR16-9	IGHV4-55	67	69
IGHV3/OR16-9	IGHV1-45	51	52
IGHV3/OR16-9	IGHV1-46	48	48
IGHV3/OR16-9	IGHV4-59	66	68
IGHV3/OR16-9	IGHV3-25	61	62
IGHV3/OR16-9	IGHV3-20	17	17
IGHV3/OR16-9	IGHV3-21	14	14
IGHV3/OR16-9	IGHV3-22	53	53
IGHV3/OR16-9	IGHV3-23	14	14
IGHV3/OR16-9	IGHV5-A	46	46
IGHV3/OR16-9	IGHV7-34-1	73	75
IGHV3/OR16-9	IGHV1-58	49	50
IGHV3/OR16-9	IGHV5-51	50	51
IGHV3/OR16-9	IGHV3-69-1	13	13
IGHV3/OR16-9	IGHV3/OR16-10	54	55
IGHV3/OR16-9	IGHV3/OR16-13	20	20
IGHV3/OR16-9	IGHV3/OR16-12	23	23
IGHV3/OR16-9	IGHV3-35	17	17
IGHV3/OR16-9	IGHV3-33	22	22
IGHV3/OR16-9	IGHV3-30	21	21
IGHV3/OR16-9	IGHV2-26	79	79
IGHV3/OR16-9	IGHV3-38	50	51
IGHV3/OR16-9	IGHV5-10-1	46	46
IGHV3/OR16-9	IGHV3-64D	16	16
IGHV3/OR16-9	IGHV1-68	54	55
IGHV3/OR16-9	IGHV1-69	47	47
IGHV3/OR16-9	IGHV3-38-3	49	50
IGHV3/OR16-9	IGHV1/OR15-1	49	50
IGHV3/OR16-9	IGHV1/OR15-5	47	47
IGHV3/OR16-9	IGHV1/OR15-9	51	52
IGHV3/OR16-9	IGHV2-10	79	79
IGHV3/OR16-9	IGHV4-61	68	68
IGHV3/OR16-9	IGHV2/OR16-5	82	82
IGHV3/OR16-9	IGHV3-43D	18	18
IGHV3/OR16-9	IGHV4-30-2	69	69
IGHV3/OR16-8	IGHV3-73	54	54
IGHV3/OR16-8	IGHV3-72	51	51
IGHV3/OR16-8	IGHV3-71	49	49
IGHV3/OR16-8	IGHV3/OR16-6	56	56
IGHV3/OR16-8	IGHV3-74	17	17
IGHV3/OR16-8	IGHV1-8	50	51
IGHV3/OR16-8	IGHV1-38-4	56	57
IGHV3/OR16-8	IGHV1-2	47	47
IGHV3/OR16-8	IGHV4-39	70	70
IGHV3/OR16-8	IGHV4-34	68	70
IGHV3/OR16-8	IGHV4-38-2	57	58
IGHV3/OR16-8	IGHV4-31	76	76
IGHV3/OR16-8	IGHV4/OR15-8	58	59
IGHV3/OR16-8	IGHV3-48	14	14
IGHV3/OR16-8	IGHV3-49	55	55
IGHV3/OR16-8	IGHV3-47	56	57
IGHV3/OR16-8	IGHV1-C	56	57
IGHV3/OR16-8	IGHV3-43	19	19
IGHV3/OR16-8	IGHV1-69-2	48	48
IGHV3/OR16-8	IGHV3-NL1	20	20
IGHV3/OR16-8	IGHV4-28	59	60
IGHV3/OR16-8	IGHV1/OR21-1	53	54
IGHV3/OR16-8	IGHV6-1	70	69
IGHV3/OR16-8	IGHV3-53	50	51
IGHV3/OR16-8	IGHV3-52	30	30
IGHV3/OR16-8	IGHV3-54	59	60
IGHV3/OR16-8	IGHV1-F	48	48
IGHV3/OR16-8	IGHV2-5	82	82
IGHV3/OR16-8	IGHV4-55	66	68
IGHV3/OR16-8	IGHV1-45	50	51
IGHV3/OR16-8	IGHV1-46	46	46
IGHV3/OR16-8	IGHV4-59	64	65
IGHV3/OR16-8	IGHV3-25	60	61
IGHV3/OR16-8	IGHV3-20	19	19
IGHV3/OR16-8	IGHV3-21	15	15
IGHV3/OR16-8	IGHV3-22	52	52
IGHV3/OR16-8	IGHV3-23	15	15
IGHV3/OR16-8	IGHV5-A	45	45
IGHV3/OR16-8	IGHV7-34-1	73	75
IGHV3/OR16-8	IGHV1-58	48	48
IGHV3/OR16-8	IGHV5-51	49	50
IGHV3/OR16-8	IGHV3-69-1	48	49
IGHV3/OR16-8	IGHV3/OR16-10	52	53
IGHV3/OR16-8	IGHV3/OR16-13	20	20
IGHV3/OR16-8	IGHV3/OR16-12	24	24
IGHV3/OR16-8	IGHV3-35	19	19
IGHV3/OR16-8	IGHV3-33	22	22
IGHV3/OR16-8	IGHV3-30	21	21
IGHV3/OR16-8	IGHV2-26	76	76
IGHV3/OR16-8	IGHV3-38	50	51
IGHV3/OR16-8	IGHV5-10-1	45	45
IGHV3/OR16-8	IGHV3-64D	17	17
IGHV3/OR16-8	IGHV1-68	53	54
IGHV3/OR16-8	IGHV1-69	46	46
IGHV3/OR16-8	IGHV3-38-3	49	50
IGHV3/OR16-8	IGHV1/OR15-1	48	48
IGHV3/OR16-8	IGHV1/OR15-5	46	46
IGHV3/OR16-8	IGHV1/OR15-9	50	51
IGHV3/OR16-8	IGHV2-10	77	78
IGHV3/OR16-8	IGHV4-61	69	69
IGHV3/OR16-8	IGHV2/OR16-5	81	81
IGHV3/OR16-8	IGHV3-43D	18	18
IGHV3/OR16-8	IGHV4-30-2	70	70
IGHV3-73	IGHV3-72	13	13
IGHV3-73	IGHV3-71	47	47
IGHV3-73	IGHV3/OR16-6	22	22
IGHV3-73	IGHV3-74	51	51
IGHV3-73	IGHV1-8	66	66
IGHV3-73	IGHV1-38-4	68	68
IGHV3-73	IGHV1-2	61	61
IGHV3-73	IGHV4-39	72	72
IGHV3-73	IGHV4-34	69	69
IGHV3-73	IGHV4-38-2	66	66
IGHV3-73	IGHV4-31	74	74
IGHV3-73	IGHV4/OR15-8	67	67
IGHV3-73	IGHV3-48	53	53
IGHV3-73	IGHV3-49	19	19
IGHV3-73	IGHV3-47	55	55
IGHV3-73	IGHV1-C	68	68
IGHV3-73	IGHV3-43	56	56
IGHV3-73	IGHV1-69-2	66	66
IGHV3-73	IGHV3-NL1	21	21
IGHV3-73	IGHV4-28	67	67
IGHV3-73	IGHV1/OR21-1	67	67
IGHV3-73	IGHV6-1	70	69
IGHV3-73	IGHV3-53	53	53
IGHV3-73	IGHV3-52	62	62
IGHV3-73	IGHV3-54	65	65
IGHV3-73	IGHV1-F	66	66
IGHV3-73	IGHV2-5	79	78
IGHV3-73	IGHV4-55	65	65
IGHV3-73	IGHV1-45	66	66
IGHV3-73	IGHV1-46	62	62
IGHV3-73	IGHV4-59	68	68
IGHV3-73	IGHV3-25	62	62
IGHV3-73	IGHV3-20	56	56
IGHV3-73	IGHV3-21	54	54
IGHV3-73	IGHV3-22	50	50
IGHV3-73	IGHV3-23	53	53
IGHV3-73	IGHV5-A	68	68
IGHV3-73	IGHV7-34-1	71	71
IGHV3-73	IGHV1-58	64	64
IGHV3-73	IGHV5-51	68	68
IGHV3-73	IGHV3-69-1	51	51
IGHV3-73	IGHV3/OR16-10	53	53
IGHV3-73	IGHV3/OR16-13	51	51
IGHV3-73	IGHV3/OR16-12	59	59
IGHV3-73	IGHV3-35	55	55
IGHV3-73	IGHV3-33	56	56
IGHV3-73	IGHV3-30	55	55
IGHV3-73	IGHV2-26	77	76
IGHV3-73	IGHV3-38	53	53
IGHV3-73	IGHV5-10-1	68	68
IGHV3-73	IGHV3-64D	52	52
IGHV3-73	IGHV1-68	71	71
IGHV3-73	IGHV1-69	63	63
IGHV3-73	IGHV3-38-3	53	53
IGHV3-73	IGHV1/OR15-1	64	64
IGHV3-73	IGHV1/OR15-5	60	60
IGHV3-73	IGHV1/OR15-9	68	68
IGHV3-73	IGHV2-10	78	77
IGHV3-73	IGHV4-61	73	73
IGHV3-73	IGHV2/OR16-5	78	78
IGHV3-73	IGHV3-43D	55	55
IGHV3-73	IGHV4-30-2	72	72
IGHV3-72	IGHV3-71	42	42
IGHV3-72	IGHV3/OR16-6	22	22
IGHV3-72	IGHV3-74	52	52
IGHV3-72	IGHV1-8	68	68
IGHV3-72	IGHV1-38-4	71	71
IGHV3-72	IGHV1-2	64	64
IGHV3-72	IGHV4-39	77	75
IGHV3-72	IGHV4-34	69	69
IGHV3-72	IGHV4-38-2	68	68
IGHV3-72	IGHV4-31	78	76
IGHV3-72	IGHV4/OR15-8	68	68
IGHV3-72	IGHV3-48	53	53
IGHV3-72	IGHV3-49	19	19
IGHV3-72	IGHV3-47	56	56
IGHV3-72	IGHV1-C	71	71
IGHV3-72	IGHV3-43	20	19
IGHV3-72	IGHV1-69-2	66	66
IGHV3-72	IGHV3-NL1	54	54
IGHV3-72	IGHV4-28	68	68
IGHV3-72	IGHV1/OR21-1	70	70
IGHV3-72	IGHV6-1	72	71
IGHV3-72	IGHV3-53	52	52
IGHV3-72	IGHV3-52	62	62
IGHV3-72	IGHV3-54	64	64
IGHV3-72	IGHV1-F	66	66
IGHV3-72	IGHV2-5	78	77
IGHV3-72	IGHV4-55	65	65
IGHV3-72	IGHV1-45	68	68
IGHV3-72	IGHV1-46	64	64
IGHV3-72	IGHV4-59	67	67
IGHV3-72	IGHV3-25	58	58
IGHV3-72	IGHV3-20	54	54
IGHV3-72	IGHV3-21	54	54
IGHV3-72	IGHV3-22	46	46
IGHV3-72	IGHV3-23	53	53
IGHV3-72	IGHV5-A	66	66
IGHV3-72	IGHV7-34-1	72	72
IGHV3-72	IGHV1-58	69	69
IGHV3-72	IGHV5-51	68	68
IGHV3-72	IGHV3-69-1	49	49
IGHV3-72	IGHV3/OR16-10	54	54
IGHV3-72	IGHV3/OR16-13	52	52
IGHV3-72	IGHV3/OR16-12	60	60
IGHV3-72	IGHV3-35	54	54
IGHV3-72	IGHV3-33	56	56
IGHV3-72	IGHV3-30	56	56
IGHV3-72	IGHV2-26	77	76
IGHV3-72	IGHV3-38	53	53
IGHV3-72	IGHV5-10-1	66	66
IGHV3-72	IGHV3-64D	54	54
IGHV3-72	IGHV1-68	74	74
IGHV3-72	IGHV1-69	66	66
IGHV3-72	IGHV3-38-3	53	53
IGHV3-72	IGHV1/OR15-1	65	65
IGHV3-72	IGHV1/OR15-5	63	63
IGHV3-72	IGHV1/OR15-9	69	69
IGHV3-72	IGHV2-10	77	76
IGHV3-72	IGHV4-61	74	74
IGHV3-72	IGHV2/OR16-5	79	79
IGHV3-72	IGHV3-43D	21	20
IGHV3-72	IGHV4-30-2	73	73
IGHV3-71	IGHV3/OR16-6	48	48
IGHV3-71	IGHV3-74	52	52
IGHV3-71	IGHV1-8	69	69
IGHV3-71	IGHV1-38-4	71	71
IGHV3-71	IGHV1-2	64	64
IGHV3-71	IGHV4-39	59	59
IGHV3-71	IGHV4-34	67	67
IGHV3-71	IGHV4-38-2	71	71
IGHV3-71	IGHV4-31	59	59
IGHV3-71	IGHV4/OR15-8	73	73
IGHV3-71	IGHV3-48	50	50
IGHV3-71	IGHV3-49	42	42
IGHV3-71	IGHV3-47	56	56
IGHV3-71	IGHV1-C	71	71
IGHV3-71	IGHV3-43	53	53
IGHV3-71	IGHV1-69-2	66	66
IGHV3-71	IGHV3-NL1	53	53
IGHV3-71	IGHV4-28	72	72
IGHV3-71	IGHV1/OR21-1	72	72
IGHV3-71	IGHV6-1	63	62
IGHV3-71	IGHV3-53	52	52
IGHV3-71	IGHV3-52	59	59
IGHV3-71	IGHV3-54	66	66
IGHV3-71	IGHV1-F	66	66
IGHV3-71	IGHV2-5	66	66
IGHV3-71	IGHV4-55	66	66
IGHV3-71	IGHV1-45	70	70
IGHV3-71	IGHV1-46	65	65
IGHV3-71	IGHV4-59	65	65
IGHV3-71	IGHV3-25	59	59
IGHV3-71	IGHV3-20	52	52
IGHV3-71	IGHV3-21	51	51
IGHV3-71	IGHV3-22	8	8
IGHV3-71	IGHV3-23	51	51
IGHV3-71	IGHV5-A	65	65
IGHV3-71	IGHV7-34-1	71	71
IGHV3-71	IGHV1-58	69	69
IGHV3-71	IGHV5-51	67	67
IGHV3-71	IGHV3-69-1	50	50
IGHV3-71	IGHV3/OR16-10	54	54
IGHV3-71	IGHV3/OR16-13	52	52
IGHV3-71	IGHV3/OR16-12	59	59
IGHV3-71	IGHV3-35	54	54
IGHV3-71	IGHV3-33	54	54
IGHV3-71	IGHV3-30	54	54
IGHV3-71	IGHV2-26	60	60
IGHV3-71	IGHV3-38	54	54
IGHV3-71	IGHV5-10-1	65	65
IGHV3-71	IGHV3-64D	53	53
IGHV3-71	IGHV1-68	74	74
IGHV3-71	IGHV1-69	65	65
IGHV3-71	IGHV3-38-3	53	53
IGHV3-71	IGHV1/OR15-1	66	66
IGHV3-71	IGHV1/OR15-5	65	65
IGHV3-71	IGHV1/OR15-9	70	70
IGHV3-71	IGHV2-10	75	75
IGHV3-71	IGHV4-61	58	58
IGHV3-71	IGHV2/OR16-5	62	62
IGHV3-71	IGHV3-43D	53	53
IGHV3-71	IGHV4-30-2	57	57
IGHV3/OR16-6	IGHV3-74	57	57
IGHV3/OR16-6	IGHV1-8	72	72
IGHV3/OR16-6	IGHV1-38-4	72	72
IGHV3/OR16-6	IGHV1-2	68	68
IGHV3/OR16-6	IGHV4-39	75	75
IGHV3/OR16-6	IGHV4-34	72	72
IGHV3/OR16-6	IGHV4-38-2	68	68
IGHV3/OR16-6	IGHV4-31	77	77
IGHV3/OR16-6	IGHV4/OR15-8	69	69
IGHV3/OR16-6	IGHV3-48	57	57
IGHV3/OR16-6	IGHV3-49	25	25
IGHV3/OR16-6	IGHV3-47	60	60
IGHV3/OR16-6	IGHV1-C	72	72
IGHV3/OR16-6	IGHV3-43	62	62
IGHV3/OR16-6	IGHV1-69-2	72	72
IGHV3/OR16-6	IGHV3-NL1	59	59
IGHV3/OR16-6	IGHV4-28	69	69
IGHV3/OR16-6	IGHV1/OR21-1	74	74
IGHV3/OR16-6	IGHV6-1	74	73
IGHV3/OR16-6	IGHV3-53	54	54
IGHV3/OR16-6	IGHV3-52	64	64
IGHV3/OR16-6	IGHV3-54	67	67
IGHV3/OR16-6	IGHV1-F	72	72
IGHV3/OR16-6	IGHV2-5	80	79
IGHV3/OR16-6	IGHV4-55	69	69
IGHV3/OR16-6	IGHV1-45	71	71
IGHV3/OR16-6	IGHV1-46	69	69
IGHV3/OR16-6	IGHV4-59	70	70
IGHV3/OR16-6	IGHV3-25	63	63
IGHV3/OR16-6	IGHV3-20	59	59
IGHV3/OR16-6	IGHV3-21	57	57
IGHV3/OR16-6	IGHV3-22	51	51
IGHV3/OR16-6	IGHV3-23	58	58
IGHV3/OR16-6	IGHV5-A	68	68
IGHV3/OR16-6	IGHV7-34-1	73	73
IGHV3/OR16-6	IGHV1-58	72	72
IGHV3/OR16-6	IGHV5-51	70	70
IGHV3/OR16-6	IGHV3-69-1	54	54
IGHV3/OR16-6	IGHV3/OR16-10	58	58
IGHV3/OR16-6	IGHV3/OR16-13	57	57
IGHV3/OR16-6	IGHV3/OR16-12	63	63
IGHV3/OR16-6	IGHV3-35	59	59
IGHV3/OR16-6	IGHV3-33	61	61
IGHV3/OR16-6	IGHV3-30	61	61
IGHV3/OR16-6	IGHV2-26	80	79
IGHV3/OR16-6	IGHV3-38	56	56
IGHV3/OR16-6	IGHV5-10-1	68	68
IGHV3/OR16-6	IGHV3-64D	58	58
IGHV3/OR16-6	IGHV1-68	74	74
IGHV3/OR16-6	IGHV1-69	68	68
IGHV3/OR16-6	IGHV3-38-3	56	56
IGHV3/OR16-6	IGHV1/OR15-1	70	70
IGHV3/OR16-6	IGHV1/OR15-5	65	65
IGHV3/OR16-6	IGHV1/OR15-9	74	74
IGHV3/OR16-6	IGHV2-10	78	77
IGHV3/OR16-6	IGHV4-61	76	76
IGHV3/OR16-6	IGHV2/OR16-5	79	77
IGHV3/OR16-6	IGHV3-43D	62	62
IGHV3/OR16-6	IGHV4-30-2	75	75
IGHV3-74	IGHV1-8	48	48
IGHV3-74	IGHV1-38-4	50	51
IGHV3-74	IGHV1-2	46	46
IGHV3-74	IGHV4-39	69	69
IGHV3-74	IGHV4-34	67	68
IGHV3-74	IGHV4-38-2	55	56
IGHV3-74	IGHV4-31	72	72
IGHV3-74	IGHV4/OR15-8	57	58
IGHV3-74	IGHV3-48	11	11
IGHV3-74	IGHV3-49	56	56
IGHV3-74	IGHV3-47	51	52
IGHV3-74	IGHV1-C	50	51
IGHV3-74	IGHV3-43	16	16
IGHV3-74	IGHV1-69-2	48	48
IGHV3-74	IGHV3-NL1	10	10
IGHV3-74	IGHV4-28	56	57
IGHV3-74	IGHV1/OR21-1	50	51
IGHV3-74	IGHV6-1	68	67
IGHV3-74	IGHV3-53	49	50
IGHV3-74	IGHV3-52	25	25
IGHV3-74	IGHV3-54	58	59
IGHV3-74	IGHV1-F	48	48
IGHV3-74	IGHV2-5	78	78
IGHV3-74	IGHV4-55	64	65
IGHV3-74	IGHV1-45	51	52
IGHV3-74	IGHV1-46	40	40
IGHV3-74	IGHV4-59	65	66
IGHV3-74	IGHV3-25	58	59
IGHV3-74	IGHV3-20	15	15
IGHV3-74	IGHV3-21	12	12
IGHV3-74	IGHV3-22	55	55
IGHV3-74	IGHV3-23	12	12
IGHV3-74	IGHV5-A	42	42
IGHV3-74	IGHV7-34-1	74	75
IGHV3-74	IGHV1-58	50	51
IGHV3-74	IGHV5-51	44	44
IGHV3-74	IGHV3-69-1	12	12
IGHV3-74	IGHV3/OR16-10	13	13
IGHV3-74	IGHV3/OR16-13	4	4
IGHV3-74	IGHV3/OR16-12	21	21
IGHV3-74	IGHV3-35	18	18
IGHV3-74	IGHV3-33	13	13
IGHV3-74	IGHV3-30	13	13
IGHV3-74	IGHV2-26	77	77
IGHV3-74	IGHV3-38	53	54
IGHV3-74	IGHV5-10-1	42	42
IGHV3-74	IGHV3-64D	13	13
IGHV3-74	IGHV1-68	53	54
IGHV3-74	IGHV1-69	46	46
IGHV3-74	IGHV3-38-3	52	53
IGHV3-74	IGHV1/OR15-1	46	46
IGHV3-74	IGHV1/OR15-5	43	43
IGHV3-74	IGHV1/OR15-9	47	47
IGHV3-74	IGHV2-10	77	77
IGHV3-74	IGHV4-61	70	70
IGHV3-74	IGHV2/OR16-5	78	78
IGHV3-74	IGHV3-43D	15	15
IGHV3-74	IGHV4-30-2	70	70
IGHV1-8	IGHV1-38-4	29	29
IGHV1-8	IGHV1-2	14	14
IGHV1-8	IGHV4-39	73	73
IGHV1-8	IGHV4-34	72	73
IGHV1-8	IGHV4-38-2	64	65
IGHV1-8	IGHV4-31	81	81
IGHV1-8	IGHV4/OR15-8	67	68
IGHV1-8	IGHV3-48	48	48
IGHV1-8	IGHV3-49	68	68
IGHV1-8	IGHV3-47	68	69
IGHV1-8	IGHV1-C	29	29
IGHV1-8	IGHV3-43	49	49
IGHV1-8	IGHV1-69-2	25	25
IGHV1-8	IGHV3-NL1	46	46
IGHV1-8	IGHV4-28	63	64
IGHV1-8	IGHV1/OR21-1	21	21
IGHV1-8	IGHV6-1	78	77
IGHV1-8	IGHV3-53	68	69
IGHV1-8	IGHV3-52	62	63
IGHV1-8	IGHV3-54	75	76
IGHV1-8	IGHV1-F	25	25
IGHV1-8	IGHV2-5	81	81
IGHV1-8	IGHV4-55	73	74
IGHV1-8	IGHV1-45	21	21
IGHV1-8	IGHV1-46	13	13
IGHV1-8	IGHV4-59	73	74
IGHV1-8	IGHV3-25	68	69
IGHV1-8	IGHV3-20	47	47
IGHV1-8	IGHV3-21	47	47
IGHV1-8	IGHV3-22	71	71
IGHV1-8	IGHV3-23	48	48
IGHV1-8	IGHV5-A	36	36
IGHV1-8	IGHV7-34-1	59	60
IGHV1-8	IGHV1-58	22	22
IGHV1-8	IGHV5-51	35	35
IGHV1-8	IGHV3-69-1	63	64
IGHV1-8	IGHV3/OR16-10	64	65
IGHV1-8	IGHV3/OR16-13	51	52
IGHV1-8	IGHV3/OR16-12	53	54
IGHV1-8	IGHV3-35	49	50
IGHV1-8	IGHV3-33	45	45
